1710391284.264784,11
1710391284.378527,11
1710391284.493890,11
1710391284.619717,11
1710391284.736222,12
1710391284.861275,12
1710391284.989029,13
1710391285.133931,15
1710391285.244720,16
1710391285.377444,18
1710391285.491735,20
1710391285.612348,19
1710391285.729942,17
1710391285.839029,15
1710391285.953514,16
1710391286.072009,18
1710391286.181715,17
1710391286.314269,31
1710391286.427530,32
1710391286.540025,34
1710391286.659735,46
1710391286.791734,35
1710391286.906329,36
1710391287.025210,32
1710391287.136431,34
1710391287.261963,33
1710391287.376690,33
1710391287.502447,33
1710391287.626136,33
1710391287.734350,32
1710391287.862531,32
1710391287.974677,31
1710391288.090941,31
1710391288.209639,31
1710391288.342543,31
1710391288.450792,31
1710391288.575514,32
1710391288.684628,32
1710391288.798197,32
1710391288.911756,32
1710391289.032963,31
1710391289.155210,32
1710391289.270644,32
1710391289.402771,31
1710391289.515055,33
1710391289.648901,34
1710391289.765862,32
1710391289.914947,25
1710391290.038099,18
1710391290.151847,16
1710391290.262635,16
1710391290.379631,5
1710391290.515146,3
1710391290.628477,3
1710391290.747886,4
1710391290.869066,3
1710391290.977051,3
1710391291.087316,4
1710391291.212462,4
1710391291.334458,3
1710391291.450997,4
1710391291.561337,5
1710391291.675597,4
1710391291.801021,6
1710391291.919778,6
1710391292.034246,7
1710391292.169012,7
1710391292.297004,6
1710391292.410628,6
1710391292.547463,6
1710391292.659405,5
1710391292.766866,5
1710391292.906735,6
1710391293.055070,6
1710391293.168643,7
1710391293.298705,6
1710391293.410794,5
1710391293.525360,4
1710391293.666439,2
1710391293.792315,4
1710391293.906107,3
1710391294.021626,3
1710391294.132665,4
1710391294.241759,5
1710391294.376711,2
1710391294.503483,1
1710391294.612297,1
1710391294.722829,3
1710391294.850566,4
1710391294.962198,3
1710391295.077440,7
1710391295.203681,5
1710391295.323570,5
1710391295.444987,6
1710391295.555987,6
1710391295.665406,7
1710391295.776421,7
1710391295.902398,7
1710391296.021813,7
1710391296.134683,8
1710391296.252381,7
1710391296.369084,7
1710391296.478546,8
1710391296.602460,7
1710391296.717925,7
1710391296.832201,8
1710391296.953377,7
1710391297.063516,7
1710391297.174851,9
1710391297.297886,5
1710391297.411922,6
1710391297.533507,6
1710391297.643755,6
1710391297.776867,6
1710391297.912935,6
1710391298.046294,5
1710391298.158382,5
1710391298.271832,5
1710391298.382145,5
1710391298.493774,5
1710391298.602584,5
1710391298.713912,5
1710391298.826794,4
1710391298.935304,4
1710391299.067543,3
1710391299.188852,4
1710391299.302387,4
1710391299.413653,2
1710391299.535332,4
1710391299.646951,3
1710391299.779847,3
1710391299.895055,4
1710391300.013977,4
1710391300.138161,3
1710391300.271160,4
1710391300.390591,5
1710391300.506093,4
1710391300.630818,4
1710391300.741396,5
1710391300.866215,5
1710391300.987329,5
1710391301.097477,7
